TF	target	importance
Rab2a	Rab35	11.120959393525233
Mapk1	Tmem170b	11.120943429199624
Tpi1	Ssr4	11.12091898258634
Cebpa	Ccl12	11.120792458416613
Sox9	Arhgap5	11.120732111916682
Cers2	Derl2	11.120632072354443
Ywhae	Copb1	11.120627585581335
Cycs	Rpl12	11.120568090540582
Atf5	Crispld2	11.120402682756247
Cycs	Mrps18b	11.120387667325
Tbx18	Cspg4	11.12027827300491
Tpi1	Smu1	11.120257532292992
Nme1	Ccdc28a	11.120105235511534
Ywhaz	Meg3	11.119987598046837
Id4	2810459M11Rik	11.119467080759625
Stau2	Pebp1	11.11937858214716
Maf	Runx1	11.119262581632567
Cfl2	Elovl6	11.1192437260473
Atf5	Lmf2	11.119180393477397
Ywhae	Thrap3	11.119105025727803
Rab14	Snx16	11.118900257790823
Tcf4	Tnk2	11.118829927995998
Ywhaz	Cnbp	11.118582685710171
Ywhae	Arid1b	11.118346670308595
Zfp462	Cacna2d1	11.118298914668692
Ywhae	Cic	11.117321627913602
Nap1l1	0610037L13Rik	11.11729235947846
Nap1l1	Fam98b	11.117029093785861
Ywhae	Pias1	11.116756827700193
Akr1a1	Cct7	11.116735194288585
Timm8a1	Atp5j	11.116448423819529
Got1	Ldha	11.116358893176816
Hes1	Enpp2	11.116095931876215
H2afz	Abcf3	11.1159151930365
Got1	Cntnap4	11.115813884162725
Tcf4	Brd9	11.115770140154792
Mef2c	Hr	11.115748709404746
Cxx1c	2900011O08Rik	11.115665232939373
Ran	Cryzl1	11.115614372973479
Psmc2	Atp5f1	11.115524239136068
Nap1l1	Klhl22	11.115473810555983
Psmd12	Cox5a	11.115325476040185
Nfe2l1	Pde4a	11.11516133872667
Prnp	Prkag2	11.1150848659048
Ubp1	Myo9a	11.114606231238316
Akr1a1	Cluap1	11.114278118663625
BC005561	Naa15	11.113989305308404
Celf4	Hecw1	11.113833853045145
Ywhae	Sf3b4	11.11378862603222
Zfp281	Ddx6	11.112924780418076
Ywhaz	Elp5	11.112917582419087
Etfb	Tnfaip8	11.112740322355949
Klf9	Zfp148	11.112692283933931
Prnp	Gng10	11.11242668899517
Hnrnpa0	Vopp1	11.11228873263929
Foxf2	Cav1	11.111919026768506
Foxp1	Hunk	11.111574512545145
Pkm	Clvs1	11.11147057571377
Zbtb4	Cdh8	11.11130298028133
Diablo	Gm6654	11.11110669205903
Prnp	Prickle2	11.111070055937471
Fos	1700094D03Rik	11.111032785036578
E4f1	Hdac7	11.110991403180996
Canx	Tom1l2	11.110930917429132
Rbbp9	Gm7977	11.110810807650243
Celf4	Pgp	11.110587555066155
Akr1a1	Psma5	11.110354696048805
Irf1	Ly6a	11.110224893458387
Tcf7l2	Alad	11.110208228705496
Klf2	Txnip	11.110141071647428
Ywhae	Fmn2	11.109837713403772
Luzp2	Cadm2	11.109688085151134
Jund	Tnrc6a	11.109669732359366
Tppp	Ptdss1	11.109648589966712
Foxj1	Nqo1	11.109507646857459
Rufy3	Dut	11.109467751386925
Cd59a	Psat1	11.109454923921753
Fezf2	Rapgef6	11.109403956321069
Ywhae	Uchl4	11.10936737102537
Ywhae	Pink1	11.109094972422511
Pura	Tox4	11.109083753277238
Zfp462	Olfm1	11.108953105911697
Fez1	Itgav	11.108890957364215
Ckmt1	Klhl22	11.108856665205144
Ezr	Sh3pxd2b	11.108854234755274
Ctnnb1	Setx	11.108852188200963
Neurod2	Slc7a4	11.108838717753535
Kdm4c	Cacna2d4	11.10875786944328
Tppp	Igsf11	11.10870172485686
Ran	Mff	11.108676383719242
Prnp	Naa35	11.108668208283088
Sox10	Slc12a2	11.108650015150058
Tcf4	Ube2e1	11.1086364414767
Peg3	Snx25	11.108564839464346
Suclg1	Gmps	11.108234709654079
Irf9	Rps24	11.108189000336761
Ckmt1	Seh1l	11.108015466971898
Suclg1	BC002163_loc2	11.107888054615636
Cat	Tmed5	11.107683081808043
Cycs	Ncbp2	11.107460511076516
Neurod2	Wipf3	11.107269492159112
Ywhae	Ppp3r1	11.107134692761194
Etfb	Rps25	11.107048491448102
Kdm5a	Nnat	11.107030310822696
Aff4	Dctn4	11.106986974726603
Creb5	Dock10	11.106909803890472
Tmem33	Pcyt1a	11.10684767443983
Canx	Fam63b	11.106582169169469
H2afz	Ssr4	11.10647156034569
Ascc1	Tppp3	11.106391202404534
Maf	Creg1	11.106244932672109
Zfp445	Tmem181c-ps	11.106099907729103
Ywhae	Usf2	11.105970251930838
Fli1	Clec10a	11.105758760226239
Nmral1	Dock10	11.105608238875764
Churc1	Srsf3	11.105538528646894
Luzp2	Atp10b	11.105486495465742
Ywhae	Adam22	11.105418552833527
Ywhae	Kif5b	11.105055512319097
Celf5	Gpatch1	11.104832198803468
Cat	Sh3glb1	11.104717732305145
Canx	Rps4x	11.104417465073915
Gtf2a2	Rgs10	11.104399130293253
Cycs	Dnajc12	11.10431081815043
Tpi1	Nhp2	11.10423698837153
Ckmt1	Ociad2	11.104100269194415
Adnp	Grm8	11.103760984499166
Vamp3	Arrdc3	11.103624525138512
Olig1	Rtkn2	11.103195496533166
Npdc1	Mast1	11.102958000413425
Got1	Blcap	11.102915181720018
Bcl11a	Atl1	11.102852885974137
Taf9	Ankrd46	11.10275853143005
Epas1	Tal1	11.102707055826514
Ywhae	Gdi2	11.102705540005466
Ncor1	Usp2	11.102457298499017
Tsc22d4	Cat	11.101998725050242
Tppp	Phlda1	11.101677287131105
Prrx1	F3	11.101628986918797
Bmyc	Rheb	11.10148487119161
Mapk1	Tmem132b	11.101394779508066
Celf4	Lsm14b	11.101369141368696
Rab2a	Ube3c	11.101367679893755
Brf2	Capn15	11.101363287114522
Pkm	Gnpat	11.100714878440819
Bcl11a	Gtpbp2	11.100674789974168
Thra	Snora81	11.100601995630088
Foxg1	Gm13315	11.100589587922538
Sox2	Ntrk2	11.100497065775803
Zmat4	Dbndd1	11.100467975646229
Gli3	Gareml	11.10040967548523
Cycs	Rps16	11.099964089004212
Cxx1c	Cxx1b	11.09994696425957
Tcf4	Dhx32	11.099871242251087
Ywhaz	Strap	11.099091027491696
Myrf	Slc29a3	11.098910326838128
Taf9	Ensa	11.098788509403896
Zfp651	Slc2a8	11.098254126543926
Rab2a	Sec24c	11.098065204261733
Thoc2	Rbm25	11.098064264760707
Ran	Bphl	11.097910229414138
Gm14305	Atp5f1	11.09705793277436
Rbfox2	D7Ertd715e	11.096996760833612
Ywhae	AI314180	11.096614823936102
Olig1	1810041L15Rik	11.096463534102085
Sox18	Tjp1	11.096281304928766
Ascc1	Hmgn1	11.095836461769878
Rorb	Cox8a	11.095720245313917
Got1	Armcx5	11.095708642634209
Celf6	Pnmal2	11.095435458378054
Sox10	Plxnb3	11.095306884603493
Prdx5	Rgs14	11.095284691632184
Lcorl	Tra2b	11.095272638499234
H2afz	Mrps27	11.095054144803973
Got1	Ica1	11.09499777592896
Pou3f1	Slit1	11.094942135156572
Bcl11a	Slc17a7	11.094926627699435
Foxj1	Bace2	11.09485626055537
Acaa1a	Eef2	11.094638559426814
Peg3	Zbtb4	11.094507052926591
Mapk1	Ss18l1	11.094473919964173
Prnp	Fam188a	11.094395432478617
Rab2a	March5	11.094212564619635
Celf4	Zfp941	11.094161294401378
Smad7	Arap2	11.093498123914538
Ywhae	Bptf	11.093385426159164
Tcf4	Epha5	11.09333530350764
Rab14	Sgta	11.093330106098696
Zbtb18	Traip	11.092891773866288
Ran	Copg1	11.092706294284003
Bcl11a	R3hdm2	11.092656437124894
Arx	Csdc2	11.092613306678855
Tppp	Golga7	11.092379292027001
Jund	Ski	11.091898170207964
Tpi1	Vps26a	11.091859364390105
Zfp661	Ptgfrn	11.090747219461074
Ckmt1	Ypel5	11.090744773165826
Celf4	Tmem222	11.090702410625461
Celf4	Olfm1	11.090376830124825
Hbp1	Tbc1d16	11.090263212304695
Rlf	Ptpn23	11.090207512079532
Mapk1	Phb2	11.090110641648563
Bcl6b	Lpar6	11.089821230146818
Tppp	Dopey2	11.089573225927884
Cycs	Ssna1	11.089554833552915
Ran	Ppia	11.089376940110002
Uqcrb	Myl6	11.08935897116231
Ywhae	Camkk2	11.08923876100436
Mapk1	Gorasp2	11.088880117496238
Zbtb18	Kcnb2	11.08872589186328
Tpi1	Crcp	11.08847077054072
Pura	Nmt2	11.088438674666346
Zfp740	Hmgn2	11.088430146095027
Nmral1	Stxbp3a	11.088403258673457
Mrps25	Atp5h	11.088230538370158
Bptf	Rbm26	11.088030024244791
Celf4	Cdc27	11.087990454087262
Rab2a	Wdfy3	11.087934920628099
Tcf4	Ank1	11.087873614475289
Zfp235	Zfp513	11.087682875944648
Rufy3	Cuedc2	11.087600865571916
Luzp2	Hmgcr	11.087251847980838
Mapk1	Uba1	11.087190312196489
Dusp26	Cit	11.087156716624985
Ywhaz	Malsu1	11.08690361350053
Neurod2	Dnajb5	11.086516236073232
Sox10	Elovl7	11.086439183413624
Npdc1	Zmym2	11.086426764160926
Hnrnpa0	Atp6v0d1	11.086250899642462
Foxp1	D3Bwg0562e	11.085995258341597
BC005561	Chd2	11.085989638360974
Olig2	Ttyh2	11.08543722062768
Kcnip1	6430548M08Rik	11.085292910637174
Pbx3	Casp1	11.0852780153231
H2afz	Snrnp27	11.085277189922532
Sox9	Dnah7a	11.085270275179301
Id4	C4b	11.085017475087998
Nme1	Aurkaip1	11.084646139414541
Sox7	Cd40	11.084361092894493
Smarcc2	Map1b	11.083643219620267
Foxg1	Usf1	11.083541930003157
Gata2	Lrig1	11.083490038920969
Celf4	Ssrp1	11.08341341563624
Agap2	Csnk1g2	11.083251368149375
Akr1a1	Phf5a	11.08200140353948
Ctnnb1	Dars	11.081873695924982
Fhl2	Sdcbp	11.08183473959986
Got1	Gars	11.081811358120891
Canx	Map2k2	11.081436884533735
Churc1	Timm8b	11.080870714040005
Celf5	Psmd7	11.080757626983964
Rab2a	Selt	11.080673350270109
Edn1	Heg1	11.080524529762473
Id2	Tmem176b	11.080232077552791
Rab2a	Ppp4r2	11.080087411413388
Pkm	Tax1bp1	11.07969356250521
Mapk1	Lingo1	11.079577534341503
Hmgb1	Zfp740	11.079182419542342
Zfp420	Sgms2	11.07886102086811
Thoc2	Pisd-ps3	11.078682738665991
Ywhae	Zfp318	11.078668567629544
Foxn3	Bet1	11.078627862744442
Arid5b	Gpc4	11.078386372434553
Jund	Junb	11.078260900132468
Celf5	Nf2	11.078134084744224
Celf4	Msl1	11.07768548944806
Mylk	Csrp1	11.077307875603992
Zbtb18	Unc13a	11.077120306880264
Prdm16	Fgd6	11.076694714235273
Prdx5	Cox6b2	11.076566324578506
H2afz	1110001J03Rik	11.076468683300245
Ywhaz	Plaa	11.076392300078318
Zbtb4	Glrx3	11.075923830904499
Acaa1a	Stmn4	11.075887392058336
Got1	Pycrl	11.075789349065362
Celf4	Ilf3	11.075699058743869
Celf4	Coprs	11.075603300667254
Hmgb1	Gatm	11.075504144525674
Zfp383	Csad	11.075422729368062
Hlf	Scn1a	11.075407519219544
Ywhaz	Git1	11.075293678083614
Ran	Ypel5	11.075250695014814
Zfp462	Ppfia2	11.07509651734068
Gm14326	Fcf1	11.075065259857906
Gm14305	Rps25	11.075057367174368
Cycs	Prepl	11.074454962058555
Klf9	Klc2	11.074249050769042
Grhpr	Grb14	11.074085654264902
Cycs	Dctn3	11.07400344914217
Ddit3	Gpd1	11.073871849570313
Zbtb18	Pcdh19	11.073779707596847
Tppp	Gca	11.07362312608091
Ncor1	Nell2	11.073495810254938
Fosb	Dedd2	11.073470485782066
Thoc2	Itsn2	11.073375941435636
Mef2c	Dusp18	11.07313735402829
Sox10	Npc1	11.072931848785794
Rfxank	Cd82	11.072761204400608
Rorb	Dctn3	11.072694188138025
Tcf4	Errfi1	11.072672967666099
Zfp706	Pls3	11.07246882926645
Ran	Pfdn4	11.07225029095436
Fhl2	Cd34	11.072236776966815
Ncald	Cyfip1	11.072140706052451
Ywhae	Apoo	11.072004350655215
Pkm	Serp2	11.071988283906132
Churc1	Ndufb3	11.071987850859692
Sall3	Atp1b2	11.071953643439011
Mef2c	Epha4	11.071935534929125
Cfl2	Atp6v1g1	11.071935168386998
Pkm	Pigk	11.071769157233632
Maf	Mnda	11.07157992636955
Tgif1	Ctla2b	11.071418532743209
Npdc1	Tmbim6	11.071396271591752
Ywhae	Elavl4	11.071065326703811
Psma6	Usmg5	11.0709483308056
Celf4	Usp10	11.070839588525768
Neurod2	Nbea	11.07072603413811
Rpl6	Rbm17	11.070500832001839
Prnp	Ssrp1	11.070355924953128
Olig1	Ermp1	11.070206983808866
Jund	Map1a	11.069950214240558
Psmd12	Mirg	11.0696788938201
Tpi1	Rps16	11.069515261089677
Sox21	Atp1a2	11.069010446921475
Prnp	Mpc2	11.068948193215427
Hlf	Magi1	11.068912171444602
Psma6	Pbdc1	11.068856330927089
Nmral1	Slain1	11.068739612964432
Celf4	Lrpprc	11.06860728145558
Ckmt1	G3bp2	11.068417991620068
Psma6	Ranbp1	11.068312111273833
Rorb	Sorcs1	11.067723169124159
Foxp1	Plch2	11.067667028229215
Pkm	Usp47	11.067591449466175
Pax6	Rasgrf2	11.06730849659411
Canx	Trim32	11.067062268301754
Got1	Exoc7	11.066713108284526
Mapk1	Susd4	11.066446003064126
Celf5	Sh3glb2	11.066249604699005
E2f3	Urb1	11.066171930550965
Grhpr	S100a16	11.065654225039944
Id2	Stxbp4	11.065641667901716
Foxn3	Gab1	11.065326385423877
Cxx1b	Ccnd1	11.065282456880405
Tcf4	Prpf40b	11.064923894949915
Rab2a	Vdac1	11.064821076153116
Pkm	Fam65b	11.064680286972138
Mapk1	Cnot7	11.064555995464941
Npdc1	Bdnf	11.064526476696253
Zfp740	Ech1	11.06450181578306
Srrm3	Baz2a	11.064495311867512
Thoc2	Ino80	11.0643783726496
Ywhaz	Acat1	11.064148987175423
Ncbp2	Churc1	11.064131808270751
Sox9	Atp13a4	11.064106501498243
Olig2	Map7	11.063963524856181
Pkm	Stk25	11.063925897487053
Ywhae	Mmp17	11.06356190704059
Hey1	Oxtr	11.063539395722664
Pkm	Tef	11.063512549439848
Nfib	Igsf11	11.063105215848733
Ran	Pop7	11.062639850767127
Zmat2	Wdr33	11.062631678046545
Agap2	Dpf1	11.062371730383068
Cfl2	Bicd2	11.062302622564674
Smad7	Secisbp2l	11.062156470814093
Myrf	Sox2ot	11.061805700174512
Rab14	Tmem53	11.061769939930125
Zbtb18	Atrn	11.061469058633127
Gtf2i	Tcof1	11.061412116217186
P4hb	Gba	11.061359855807478
Pkm	Me3	11.061125887642675
Elf1	Tnfrsf1a	11.060911986440043
Bcl11b	Bcl11a	11.06090349127982
Akr1a1	M6pr	11.060834770490267
Mapk1	Man1a2	11.060772856497746
Rab2a	Ank3	11.060739760554627
Agap2	Pcsk2	11.06068726564992
Zbtb4	Grm1	11.060660221107367
Tcf4	Lhfpl4	11.060564739049369
Suclg1	Pfdn4	11.060449669789634
Rpl35	Hypk	11.060430147781117
Mapk1	Flrt2	11.059932120229801
Nr2f2	Kcnip1	11.059768533853116
Grhpr	Cd33	11.059724148512581
Tpi1	Dctpp1	11.059544689916137
Nme1	Napa	11.059459222505685
Ywhaz	Anapc4	11.059048125842645
Dab2	Tmem176a	11.059002198766727
Foxg1	Sh3rf1	11.058686545656998
Rufy3	Rab18	11.058668297901562
Tmem33	Tmem66	11.058493518548746
Ssbp3	BC048546	11.05832535805438
Sox2	Mia	11.058316069157359
Rfx4	F3	11.058284953804684
Rab2a	Bri3	11.058144301559565
Rufy3	Cacnb4	11.058071647290872
Gpd1	Atp1b3	11.057768911303741
Got1	Aimp2	11.05751422296823
Nfix	Dner	11.057137596713893
Celf5	Mfsd4	11.057014181611471
Rab2a	2700089E24Rik	11.056875166014757
Tgif1	Srgn	11.056759003769558
Celf4	Wrnip1	11.056593144416206
Zfp251	Rps6ka4	11.056521565496618
Olig1	Nynrin	11.056476723087027
Rab2a	Nceh1	11.056212485887071
Cycs	Dnm1l	11.05586948173109
Rfx4	Mt3	11.055672855484275
Foxg1	Mmd	11.055520599578655
Neurod2	Apba2	11.055479201147497
Maf	Clta	11.055400363819544
Tceal5	Ndufaf6	11.05536317918285
Ncald	1810037I17Rik	11.054980537665463
Zfp866	Hist1h4i	11.054817770049842
Pkm	Hnrnpc	11.054644076490563
Ckmt1	Prkci	11.054575356994443
Tgif1	Gm6377	11.054266280412909
Mapk1	Foxj3	11.054019663069978
Zmat2	Ppig	11.0540128565637
Thra	Akap9	11.053891174557563
Hivep1	Lsm11	11.053841208593461
Cycs	Ccdc25	11.053784453096494
Ywhaz	Ppil2	11.05324838355143
Ets1	Pcdh18	11.052101760880587
Sox18	Tiam1	11.052083264100174
Ncald	Cntn6	11.051938553939266
Mafb	Lgmn	11.051901513084772
Akr1a1	Nudt5	11.051602064029506
Bmyc	Rabif	11.051415443014141
Sall1	Scd2	11.051386879378336
Ywhaz	Spin1	11.051266547290162
Hivep2	Trank1	11.05116272120768
Rab2a	Appl1	11.051162091209203
Tbr1	Etv5	11.05102837409804
Nap1l1	Uqcrc1	11.051021569102335
Tcf4	Cdk8	11.050931094221847
Rab18	Eef2	11.050419863808408
Kcnip1	Atf4	11.050408607164318
Satb1	Ppp2r5b	11.050323327529279
Ets1	Csrp2	11.050172827220162
Celf4	Osbpl2	11.050056885515689
Taf9	Arpc5l	11.049863939821302
Celf4	Zdhhc21	11.049754692243086
Tsnax	Atp2b2	11.049667332586433
Ywhae	Hnrnpr	11.04946629492074
Tpi1	Exoc6	11.049170451561722
Nfib	Sfrp1	11.04883764127165
Bcl11b	Rab8b	11.048796937088245
Rab18	Actr10	11.04877721313013
Zdhhc5	Aldh6a1	11.048719936930754
Creb3l2	Cldn12	11.04862052870893
Mlx	Iqcb1	11.048260178078015
Pkm	Yipf3	11.047981199840436
Ywhaz	Zc2hc1a	11.047841529286405
Vamp3	Rab2b	11.04750876804562
Rbm8a	Hddc3	11.04712844010825
Neurod2	Fbxw7	11.04708512781744
Ran	Tmod3	11.046981246448437
Rpl6	A730098P11Rik	11.046889963134635
Celf4	Sptbn4	11.046765925804074
Tcf4	Susd4	11.046710713901668
Ubtf	Rbfox3	11.046630217197912
Pkm	Uqcrfs1	11.046473963271374
Zfp369	Qpct	11.046465223840618
Ezr	Ppp1r3c	11.046436078120156
H2afz	Gm8580	11.045934659863281
Mafb	Arx	11.045933999421962
Dnmt3a	Cntn4	11.045622837185736
Nfix	Cadps2	11.045589833069753
Arx	Extl2	11.045431001065404
Ckmt1	Rspo3	11.045399020295438
Zbtb18	Tmcc1	11.045193163248388
Prdx5	Ndufb7	11.045170292707905
Gata2	Epas1	11.04506749919764
Nme1	Phpt1	11.04424423307509
Thra	Cadm1	11.044024748966905
Tpi1	Grpel1	11.043880686397948
Lcorl	Ick	11.043785108167773
Hmgb1	Sf3b5	11.043729061922164
Arx	Tmem130	11.043695004968795
Elk3	Abcc9	11.043691016652897
Ascc1	Ezr	11.043575963260919
Olig1	Rras2	11.043327397752607
Zik1	1110008L16Rik	11.043035796357522
Rbfox2	Gria2	11.042796093958374
Tbr1	Tacc1	11.042457881989117
Mapk1	Mrps30	11.04237579957013
Sox9	Tprkb	11.042242870009755
Msx1	Cul4b	11.041731988784694
Tppp	2310044G17Rik	11.041714029889418
Rorb	Timp4	11.041704718468003
Dlx5	Maged2	11.041594642822195
Srp9	Nrbp1	11.041340812089482
Rora	Lsp1	11.041269809212881
Arx	Sox1	11.041119758333481
Sox9	Eci1	11.041065130760547
Mef2c	Ppp1r1a	11.040859692336047
Lcorl	Gjc2	11.040809506416167
Hivep2	Psd	11.040766328537298
Tgif1	Ly86	11.040653018915851
Tbr1	Pik3r1	11.0404765163861
Olig1	Slc39a1	11.040465350657414
Csnk2b	Sesn2	11.040340123776765
Tia1	Osbpl6	11.040167080485118
Psma6	Llph	11.040077613527151
Zfp740	Fbxw17	11.039892312975077
Olig1	Tulp4	11.039674493822726
Fosl2	Cdkn1a	11.039642776453597
Got1	1700021F05Rik	11.039555617535953
Psma6	Sf3b5	11.039529701885279
Rab14	Stk3	11.039433787114955
Churc1	Gm6654	11.039394253486513
Ezr	Acadm	11.039367214275288
Kmt2a	Ccnl2	11.039301266607172
Celf5	Cnot4	11.03923030525824
Ckmt1	Lztr1	11.039121711948116
H2afz	Ndufs8	11.038985433374654
Ywhaz	Apba2	11.038931271410469
Bcl11b	Dock4	11.038466210477084
Ywhaz	Fam171b	11.0379407695442
Psma6	Zfp931	11.03787029292519
Mapk1	Bscl2	11.037861137592422
Morn1	1700088E04Rik	11.037849291875725
Klf9	Nptx1	11.037829235941961
Zfp507	Phc1	11.037825277266142
Pura	Fkbp3	11.037537059355694
Ugp2	Tm7sf2	11.037025333811442
Peg3	Pitpnc1	11.03651142664078
Cxx1c	Bcas3	11.03621320106194
Celf4	Chd3	11.035916854848079
Rpp25	Chl1	11.035383343602197
Tbr1	Hpcal4	11.035189308943938
Celf4	Fem1b	11.035170448006376
Psmc2	Mrps17	11.034576529744736
Ywhaz	Vps25	11.034572601006273
Pura	Armcx5	11.0345145668754
Smug1	Cbx7	11.034451663830216
Ywhaz	0610012G03Rik	11.034312037668911
Tbx18	Ephx1	11.034301624538013
Dlx1	Fam149a	11.034254228685606
Ran	Snx32	11.034134893096404
Hlf	Dclk1	11.034073732975827
Gm14305	Smu1	11.03363528005434
Pou3f1	Dclk2	11.033513146535295
Cux1	Zdhhc8	11.033264793840223
Arnt2	Celf4	11.03317528730538
Celf4	Gbf1	11.033156744782422
Irf1	Pxdc1	11.03298423096424
Klf15	Sod3	11.032569159488947
Pkm	Hdgfrp2	11.032545090803163
Msx1	Cnn3	11.032465555425917
Hes1	Tagln	11.03243701333013
Satb1	Pamr1	11.032381095596532
Rora	Cacng2	11.032249146953147
Ckmt1	Prps1	11.032106596273096
Id2	Dstn	11.032092834238446
Rufy3	Nalcn	11.032071492196085
Rab2a	Zfyve27	11.031748415132517
Rfx4	Glud1	11.031652838574706
Epas1	Msn	11.031643180973244
Cebpb	Tgif1	11.031571409424517
Ywhae	2900011O08Rik	11.03131117112386
Ascc1	Nudt4	11.031279299137429
Nmral1	Tmem254b_loc2	11.031196534478719
Gtf2a2	Commd3	11.031156736665004
Zfp746	Lpxn	11.0311060739618
Rab2a	Cmas	11.031038187078662
Sp8	Id2	11.03098851623469
Zbtb16	Cdk2ap1	11.030897459229596
Mapk1	Nceh1	11.030869088309418
Ncald	Pcdh7	11.030613872414527
Nmral1	Txndc9	11.030276409660084
Fosl2	Adamts1	11.030055866638344
Cd59a	Nutf2-ps1	11.029621146049058
Rora	Nxph1	11.02958315153697
H2afz	Psmd14	11.029452438997351
Cxx1c	Shoc2	11.029378721092295
H2afz	Tbc1d7	11.029121540945681
Ckmt1	Dnm1l	11.028798255385588
Bclaf1	Eea1	11.028581964881424
Celf5	Twf2	11.02857170713895
BC005561	Pdgfa	11.028337671641687
Peg3	Alg2	11.028293824856766
Cd59a	Chchd10	11.028241615896544
Ran	Gtf2b	11.028160901016406
Psmd12	Nop56	11.028132841797445
Gtf2a2	Gm12669	11.028000160469867
Olig1	Tmcc2	11.02755214166783
Sox10	Gltp	11.027542318060114
Rab2a	Cd47	11.02746211206573
Nmral1	Taf13	11.02735680072646
Rab14	Rala	11.027271393765187
Srrm3	Map7d2	11.027222282739926
Cycs	Cct5	11.027129068453025
Sox9	Pacrg	11.026969361154169
Npdc1	Rsf1	11.026738470097385
Tbx3	Ptprb	11.02664937093046
Ran	Timm23	11.026263173742121
Agap2	Ly6h	11.026219417658004
Ncor1	D430041D05Rik	11.026145646638083
Gtf2a2	Eif1b	11.026144929482303
Npdc1	Herc1	11.026107781223953
Tpi1	Wdr8	11.025603376910082
Celf4	Maneal	11.025478267184345
Pkm	Pex6	11.025328336217395
Rufy3	Dnajc18	11.025308583726366
Ctnnb1	Maoa	11.025036492994245
Ube2v1	Map2k4	11.024892815589014
Etv4	Kcnj16	11.024372238313944
Fli1	Lims1	11.024355889980189
Runx1	Serinc3	11.024052641113578
Cxx1a	Kctd12	11.023611708895483
Epas1	Gm4070_loc2	11.0233932749895
Tbx18	Cd248	11.023243169095553
Aco1	Smim19	11.022989457248485
Ncbp2	Ndufaf2	11.022906938578101
Zfp740	Nfasc	11.022905233434509
Dab2	Lamp1	11.022741054171398
Ckmt1	Rab3gap1	11.02266605568958
Gm14305	Cript	11.022313611662051
Tbr1	Kcnv1	11.022043284473705
Foxq1	Ly6a	11.021784585841385
Zbed6	Rps6kb1	11.021759296004298
Ywhae	Armc6	11.021712517237097
Nmral1	Itgb4	11.021639930862571
Prnp	Tgs1	11.021457109076005
Zfp516	Rap2a	11.021221785258724
Cycs	Phf5a	11.021103453909264
P4hb	Parl	11.020636871458365
Ncor1	Rbfox3	11.020534775748109
Zfp248	Smad1	11.020494118019723
Zfp275	Snx33	11.020466274728436
Nkx6-2	Taldo1	11.020362982146938
H2afz	Atp5j2	11.020293586032109
Etv5	Tle4	11.020208809717113
Fez1	Apbb2	11.020051889793361
Elk3	Kitl	11.019340794673795
Ywhae	Tanc2	11.019189652046427
Kcnip1	AI504432	11.019180000786642
Rab18	Araf	11.019123603649545
Bcl11b	Nr3c2	11.019005109906917
Bptf	Egfl6	11.018823727351515
Irf1	Mia	11.018803100572828
Ywhae	Ppp2r1a	11.01847550007694
Churc1	Lamtor5	11.018432290952925
Psma6	Polr2h	11.01831690753549
Ywhae	Mllt3	11.018223446260109
Olig2	Tmbim1	11.017911268091092
Celf4	Atxn2	11.017892200341764
Ywhaz	Lrrtm2	11.017734644717455
Rufy3	Gprasp1	11.017687811640386
Hivep2	Extl1	11.01752628647999
Cycs	Hddc3	11.017522235491423
Ywhae	Cyld	11.017267614497053
Dnajc21	Ntm	11.017247839930912
Fhl2	Brk1	11.017079763859682
Sod1	Chordc1	11.016702690243626
Hey2	Capn2	11.0166600452262
Ets1	Itga6	11.016125091582067
Fhl2	Pin1	11.01609147322395
Zbtb18	Slc16a2	11.016028723237296
Tppp	Lrrn1	11.015616321641915
Tpi1	Tmem234	11.015553617442116
Ctbp1	Pigq	11.015326183551961
Edn1	Arap3	11.01523375606887
Mapk1	Pds5b	11.015173723144388
Thra	2310033P09Rik	11.015019346614887
Id2	Cd63	11.014860540562259
Prnp	Nnat	11.014321699543402
Ywhae	Hnrnph1	11.014064326470114
Thra	Palm	11.013897918557785
Sod1	Coa3	11.013804796803084
Rfx4	Nr2e1	11.013647162404265
Nap1l1	Phf20	11.013517800645335
Bcl11b	2810011L19Rik	11.01336293730894
Mapk1	Kcnh3	11.013279283113272
Celf5	Arid5b	11.013246655866016
Uqcrb	Sod1	11.01319022914515
Nme1	Mrpl36	11.013133339465192
Rab2a	B4galnt1	11.013116684033392
Hivep1	Tle4	11.013068152875993
Canx	Trappc10	11.012887752842213
Prnp	Mast3	11.012552237422605
Vamp3	Ninj2	11.012370856319054
Diablo	Arfgap3	11.01204515991968
Dusp26	Efhd2	11.011970802495886
Rab2a	Trim28	11.011875125337376
Mapk1	Ahcyl2	11.011870779098416
Ssbp3	Gnao1	11.01177728224023
Celf6	Vip	11.011759983767831
Pkm	Mrpl2	11.011544963933328
Nap1l1	Mrpl16	11.011521651735569
Hdac3	Ids	11.01128570767431
Cpeb1	Syn2	11.011231417972219
Psmc2	OTTMUSG00000016609_loc3	11.010992508894478
Dab2	Man1c1	11.01097587059599
Elk3	Lats2	11.01094456586697
Dusp26	Usp29	11.010736904726208
Thoc2	Dph1	11.010160817248506
Suclg1	Carkd	11.009912170776996
Creb3	Polr2k	11.009734839638996
Ywhae	Irgq	11.00952430323447
Pou3f3	Cadm2	11.009461448900218
Gm14305	Klhl34	11.009446298529202
Onecut2	Exoc6b	11.008942899792903
Sod1	Araf	11.00867275516695
Cxx1c	Vsnl1	11.008617621130417
